rank	score	disease_name	disease_identifier
417	0.6185	Bilateral perisylvian polymicrogyria	ORPHA:98889
417	0.6185	Bilateral perisylvian polymicrogyria	ORPHA:98889
417	0.6185	Bilateral perisylvian polymicrogyria	ORPHA:98889
421	0.6183	Intellectual developmental disorder, X-linked syndromic 33	OMIM:300966
422	0.6182	Autosomal recessive Kenny-Caffey syndrome	ORPHA:93324
422	0.6182	Autosomal dominant Kenny-Caffey syndrome	ORPHA:93325
424	0.6181	Intellectual developmental disorder, autosomal dominant 34	OMIM:616351
424	0.6181	?Mitochondrial complex I deficiency, nuclear type 28	OMIM:618249
426	0.618	White-Sutton syndrome	OMIM:616364
427	0.6176	Frank-ter Haar syndrome	OMIM:249420
428	0.6172	Ohdo syndrome, X-linked	OMIM:300895
428	0.6172	Autosomal dominant generalized epidermolysis bullosa simplex, severe form	ORPHA:79396
428	0.6172	Autosomal dominant generalized epidermolysis bullosa simplex, severe form	ORPHA:79396
431	0.6169	Alpha-mannosidosis, infantile form	ORPHA:309282
432	0.6168	Beare-Stevenson cutis gyrata syndrome	OMIM:123790
433	0.6165	HSD10 disease, infantile type	ORPHA:391428
434	0.6162	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	OMIM:201750
435	0.6153	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency	ORPHA:369891
436	0.6145	Combined oxidative phosphorylation deficiency 24	OMIM:616239
437	0.6144	Hypophosphatasia, childhood	OMIM:241510
437	0.6144	TBCK-related intellectual disability syndrome	ORPHA:488632
439	0.6136	Cleidocranial dysplasia 2	OMIM:620099
440	0.6135	ALG12-CDG	ORPHA:79324
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Infantile Refsum disease	ORPHA:772
441	0.6134	Spinocerebellar ataxia, autosomal recessive 20	OMIM:616354
441	0.6134	PCWH syndrome	OMIM:609136
441	0.6134	Bainbridge-Ropers syndrome	OMIM:615485
457	0.6132	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	OMIM:609286
458	0.6131	Enlarged parietal foramina	ORPHA:60015
458	0.6131	Enlarged parietal foramina	ORPHA:60015
460	0.6129	Teebi hypertelorism syndrome 2	OMIM:619736
461	0.6127	Frontometaphyseal dysplasia	ORPHA:1826
461	0.6127	Frontometaphyseal dysplasia	ORPHA:1826
461	0.6127	Congenital disorder of glycosylation, type IIt	OMIM:618885
464	0.6125	Neurodevelopmental disorder with impaired language and ataxia and with or without seizures	OMIM:619580
465	0.6123	Proteus syndrome	ORPHA:744
465	0.6123	Proteus syndrome	ORPHA:744
465	0.6123	Congenital disorder of glycosylation, type IIb	OMIM:606056
468	0.6121	Frontometaphyseal dysplasia 1	OMIM:305620
468	0.6121	Smith-Lemli-Opitz syndrome	ORPHA:818
470	0.612	Amish lethal microcephaly	ORPHA:99742
471	0.6116	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	OMIM:616975
471	0.6116	?Infantile liver failure syndrome 1	OMIM:615438
471	0.6116	ADNP syndrome	ORPHA:404448
474	0.6112	Periventricular nodular heterotopia 7	OMIM:617201
475	0.6109	BRESEK syndrome	ORPHA:85284
475	0.6109	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities	OMIM:619833
477	0.6102	PYCR2-related microcephaly-progressive leukoencephalopathy	ORPHA:481152
478	0.6099	Congenital disorder of glycosylation, type IIa	OMIM:212066
479	0.6096	IMAGE syndrome	OMIM:614732
480	0.6094	Trichothiodystrophy 3, photosensitive	OMIM:616395
481	0.6091	Toriello-Carey syndrome	ORPHA:3338
481	0.6091	Loeys-Dietz syndrome 2	OMIM:610168
483	0.6086	Retinitis pigmentosa with or without skeletal anomalies	OMIM:250410
483	0.6086	Brachydactyly-short stature-retinitis pigmentosa syndrome	ORPHA:166035
483	0.6086	Intellectual developmental disorder, autosomal dominant 52	OMIM:617796
486	0.6085	Vici syndrome	OMIM:242840
486	0.6085	Noonan syndrome-like disorder with loose anagen hair 2	OMIM:617506
488	0.6084	3MC syndrome	ORPHA:293843
488	0.6084	3MC syndrome	ORPHA:293843
488	0.6084	3MC syndrome	ORPHA:293843
491	0.6081	Craniofrontonasal dysplasia	ORPHA:1520
492	0.6079	Loeys-Dietz syndrome 1	OMIM:609192
492	0.6079	Hypermethioninemia due to adenosine kinase deficiency	OMIM:614300
492	0.6079	TELO2-related intellectual disability-neurodevelopmental disorder	ORPHA:488642
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Xeroderma pigmentosum	ORPHA:910
495	0.6076	Mucopolysaccharidosis II	OMIM:309900
503	0.6068	Peroxisome biogenesis disorder 1B (NALD/IRD)	OMIM:601539
504	0.6067	Fried syndrome	ORPHA:85335
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Orofaciodigital syndrome type 6	ORPHA:2754
504	0.6067	Adenylosuccinase deficiency	OMIM:103050
504	0.6067	Nabais Sa-de Vries syndrome, type 1	OMIM:618828
516	0.6064	Developmental and epileptic encephalopathy 63	OMIM:617976
517	0.6063	Infantile multisystem neurologic-endocrine-pancreatic disease	ORPHA:456312
518	0.6056	Baraitser-Winter syndrome 2	OMIM:614583
519	0.6055	Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A	OMIM:178110
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Optic atrophy-intellectual disability syndrome	ORPHA:401777
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leukodystrophy, hypomyelinating, 10	OMIM:616420
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Spinocerebellar ataxia type 13	ORPHA:98768
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Kabuki syndrome 2	OMIM:300867
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	NARP syndrome	ORPHA:644
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Arts syndrome	OMIM:301835
520	0.6054	Stankiewicz-Isidor syndrome	OMIM:617516
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	SRD5A3-CDG	ORPHA:324737
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
520	0.6054	Leber congenital amaurosis	ORPHA:65
550	0.6053	Developmental and epileptic encephalopathy 39	OMIM:612949
550	0.6053	You-Hoover-Fong syndrome	OMIM:616954
550	0.6053	Osteogenesis imperfecta, type VIII	OMIM:610915
553	0.6051	Cutis laxa, autosomal recessive, type IIIA	OMIM:219150
554	0.6049	Intellectual developmental disorder, autosomal dominant 42	OMIM:616973
555	0.6048	Greig cephalopolysyndactyly syndrome	ORPHA:380
555	0.6048	Parenti-Mignot neurodevelopmental syndrome	OMIM:619873
555	0.6048	Brunet-Wagner neurodevelopmental syndrome	OMIM:619690
558	0.6047	Arterial tortuosity syndrome	ORPHA:3342
559	0.6044	Lateral meningocele syndrome	ORPHA:2789
559	0.6044	Otopalatodigital syndrome, type I	OMIM:311300
561	0.6042	Lacrimoauriculodentodigital syndrome	ORPHA:2363
561	0.6042	Lacrimoauriculodentodigital syndrome	ORPHA:2363
561	0.6042	Lacrimoauriculodentodigital syndrome	ORPHA:2363
564	0.6041	Char syndrome	ORPHA:46627
565	0.6039	CHIME syndrome	OMIM:280000
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Sotos syndrome	OMIM:117550
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
566	0.6036	Neonatal adrenoleukodystrophy	ORPHA:44
580	0.6029	Kleefstra syndrome 1	OMIM:610253
580	0.6029	Intellectual developmental disorder, X-linked syndromic, Snijders Blok type	OMIM:300958
580	0.6029	Muscular dystrophy, congenital, with or without seizures	OMIM:620166
580	0.6029	Muscular dystrophy, congenital, with or without seizures	OMIM:620166
580	0.6029	Hypomyelinating neuropathy, congenital, 3	OMIM:618186
585	0.6027	Autosomal recessive malignant osteopetrosis	ORPHA:667
585	0.6027	Autosomal recessive malignant osteopetrosis	ORPHA:667
585	0.6027	Autosomal recessive malignant osteopetrosis	ORPHA:667
585	0.6027	Autosomal recessive malignant osteopetrosis	ORPHA:667
585	0.6027	Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	ORPHA:480864
590	0.6026	Immunodeficiency 49, severe combined	OMIM:617237
591	0.6016	Cleidocranial dysplasia	ORPHA:1452
592	0.6008	Hyperphosphatasia with impaired intellectual development syndrome 3	OMIM:614207
593	0.6005	Intellectual developmental disorder, autosomal dominant 65	OMIM:619320
593	0.6005	Congenital cataracts, hearing loss, and neurodegeneration	OMIM:614482
595	0.6003	Lateral meningocele syndrome	OMIM:130720
595	0.6003	Combined oxidative phosphorylation deficiency 54	OMIM:619737
595	0.6003	Microcephaly 5, primary, autosomal recessive	OMIM:608716
598	0.6001	Thanatophoric dysplasia type 1	ORPHA:1860
598	0.6001	Intellectual developmental disorder, X-linked syndromic, Lubs type	OMIM:300260
598	0.6001	Neurodevelopmental disorder with hypotonia, microcephaly, and seizures	OMIM:618862
601	0.5999	Heart and brain malformation syndrome	OMIM:616920
602	0.5996	Orofaciodigital syndrome I	OMIM:311200
602	0.5996	Intellectual developmental disorder, autosomal dominant 64	OMIM:619188
604	0.5991	Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis	OMIM:618363
605	0.599	Wiedemann-Rautenstrauch syndrome	ORPHA:3455
606	0.5986	D-glyceric aciduria	OMIM:220120
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
607	0.5984	MELAS	ORPHA:550
614	0.5982	Alpha-N-acetylgalactosaminidase deficiency type 1	ORPHA:79279
615	0.5981	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12	OMIM:615249
616	0.5979	Mucopolysaccharidosis Ih	OMIM:607014
617	0.5977	Ehlers-Danlos syndrome, spondylodysplastic type, 1	OMIM:130070
618	0.5975	Mucopolysaccharidosis type 2, severe form	ORPHA:217085
618	0.5975	Mucopolysaccharidosis type 2, attenuated form	ORPHA:217093
620	0.5973	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures	OMIM:620224
621	0.5972	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	ORPHA:95699
622	0.597	2q37 microdeletion syndrome	ORPHA:1001
623	0.5968	Developmental and epileptic encephalopathy 1	OMIM:308350
624	0.5965	Hypophosphatemic rickets, AR	OMIM:241520
624	0.5965	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	ORPHA:457351
626	0.5963	Autosomal dominant Robinow syndrome	ORPHA:3107
626	0.5963	Autosomal dominant Robinow syndrome	ORPHA:3107
626	0.5963	Autosomal dominant Robinow syndrome	ORPHA:3107
626	0.5963	Autosomal dominant Robinow syndrome	ORPHA:3107
626	0.5963	Periventricular nodular heterotopia 9	OMIM:618918
631	0.5962	Bohring-Opitz syndrome	OMIM:605039
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
632	0.5961	Zellweger syndrome	ORPHA:912
645	0.5958	Incontinentia pigmenti	ORPHA:464
646	0.5957	Diabetes, permanent neonatal 2, with or without neurologic features	OMIM:618856
647	0.5956	Smith-Magenis syndrome	ORPHA:819
647	0.5956	Smith-Magenis syndrome	ORPHA:819
647	0.5956	Smith-Magenis syndrome	ORPHA:819
647	0.5956	Smith-Magenis syndrome	ORPHA:819
651	0.5955	Acrodysostosis 1, with or without hormone resistance	OMIM:101800
652	0.5945	Neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities	OMIM:620327
653	0.5944	Osteogenesis imperfecta, type III	OMIM:259420
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Joubert syndrome 12	OMIM:200990
653	0.5944	Osteogenesis imperfecta, type III	OMIM:259420
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
653	0.5944	Fanconi anemia	ORPHA:84
678	0.5943	Intellectual developmental disorder with autistic features and language delay, with or without seizures	OMIM:618906
679	0.5942	Shprintzen-Goldberg syndrome	ORPHA:2462
679	0.5942	Shprintzen-Goldberg syndrome	ORPHA:2462
679	0.5942	Neurodegeneration, childhood-onset, with progressive microcephaly	OMIM:619847
682	0.5937	CHIME syndrome	ORPHA:3474
682	0.5937	Hajdu-Cheney syndrome	ORPHA:955
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
684	0.5933	Hyperphosphatasia-intellectual disability syndrome	ORPHA:247262
691	0.5929	Immunodeficiency 47	OMIM:300972
692	0.5926	Mucolipidosis type II	ORPHA:576
692	0.5926	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	OMIM:617193
694	0.5925	Developmental and epileptic encephalopathy 49	OMIM:617281
695	0.5924	X-linked hypophosphatemia	ORPHA:89936
696	0.5922	Multiple sulfatase deficiency	ORPHA:585
696	0.5922	Distal 22q11.2 microdeletion syndrome	ORPHA:261330
696	0.5922	Distal 22q11.2 microdeletion syndrome	ORPHA:261330
696	0.5922	Distal 22q11.2 microdeletion syndrome	ORPHA:261330
696	0.5922	Microcephalic osteodysplastic primordial dwarfism type II	ORPHA:2637
696	0.5922	den Hoed-de Boer-Voisin syndrome	OMIM:619229
702	0.5921	Branchiooculofacial syndrome	OMIM:113620
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	ORPHA:397709
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
702	0.5921	Seckel syndrome	ORPHA:808
715	0.592	Growth delay-intellectual disability-hepatopathy syndrome	ORPHA:541423
716	0.5919	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	OMIM:618497
716	0.5919	Spastic paraplegia-severe developmental delay-epilepsy syndrome	ORPHA:464282
718	0.5918	Coffin-Lowry syndrome	ORPHA:192
719	0.5917	Hurler syndrome	ORPHA:93473
719	0.5917	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	OMIM:615471
719	0.5917	Acromelic frontonasal dysplasia	ORPHA:1827
722	0.5914	X-linked intellectual disability due to GRIA3 mutations	ORPHA:364028
723	0.5907	Brain malformations with or without urinary tract defects	OMIM:613735
723	0.5907	Cortical dysplasia, complex, with other brain malformations 12	OMIM:620316
723	0.5907	Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	ORPHA:477814
723	0.5907	Neurodevelopmental disorder with spasticity, seizures, and brain abnormalities	OMIM:620001
727	0.5905	Peroxisomal acyl-CoA oxidase deficiency	OMIM:264470
728	0.5904	Peroxisome biogenesis disorder 11A (Zellweger)	OMIM:614883
729	0.5903	PRUNE1-related neurological syndrome	ORPHA:544469
730	0.59	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	OMIM:253200
731	0.5899	EAST syndrome	ORPHA:199343
731	0.5899	Alpha-thalassemia/impaired intellectual development syndrome	OMIM:301040
731	0.5899	Aminoacylase 1 deficiency	OMIM:609924
731	0.5899	Mitochondrial complex III deficiency, nuclear type 7	OMIM:615824
735	0.5898	Pelizaeus-Merzbacher disease	OMIM:312080
735	0.5898	DPAGT1-CDG	ORPHA:86309
737	0.5896	Adenylosuccinate lyase deficiency	ORPHA:46
738	0.5894	Osteogenesis imperfecta, type XVI	OMIM:616229
739	0.5893	Primary hyperaldosteronism-seizures-neurological abnormalities syndrome	ORPHA:369929
739	0.5893	Van Maldergem syndrome 1	OMIM:601390
741	0.589	Myhre syndrome	ORPHA:2588
742	0.5887	Rabin-Pappas syndrome	OMIM:620155
742	0.5887	Neutropenia, severe congenital 3, autosomal recessive	OMIM:610738
744	0.5886	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	ORPHA:457279
745	0.5881	Band heterotopia	OMIM:600348
746	0.588	Pfeiffer syndrome type 3	ORPHA:93260
747	0.5879	Developmental and epileptic encephalopathy 66	OMIM:618067
748	0.5876	Mevalonic aciduria	ORPHA:29
749	0.5875	Orofaciodigital syndrome V	OMIM:174300
749	0.5875	?Intellectual developmental disorder, autosomal dominant 11	OMIM:614257
749	0.5875	Alzahrani-Kuwahara syndrome	OMIM:619268
752	0.5872	Diaphanospondylodysostosis	OMIM:608022
753	0.586	Cockayne syndrome, type A	OMIM:216400
753	0.586	Intellectual developmental disorder, autosomal dominant 66	OMIM:619910
755	0.5859	Cortical dysplasia, complex, with other brain malformations 13	OMIM:614563
756	0.5858	Holoprosencephaly 7	OMIM:610828
757	0.5857	Congenital muscular dystrophy, Fukuyama type	ORPHA:272
758	0.5856	Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies	OMIM:618731
759	0.5854	Marshall-Smith syndrome	ORPHA:561
760	0.5852	VPS11-related autosomal recessive hypomyelinating leukodystrophy	ORPHA:466934
760	0.5852	D-2-hydroxyglutaric aciduria	OMIM:600721
760	0.5852	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome	ORPHA:544488
763	0.5851	Houge-Janssens syndrome 3	OMIM:618354
